Time,GuiPids,GuiPrivateBytes,GuiCPU,CorePids,CorePrivateBytes,CoreCPU,Ports
2026-09-07T00:07:58.7858360+08:00,[19264],[158810112],[8.28125],[432],[68046848],[17.125],"[7890, 7891, 9090]"
2026-09-07T00:08:03.8172689+08:00,[19264],[158810112],[8.296875],[432],[68071424],[17.203125],"[7890, 7891, 9090]"
2026-09-07T00:08:08.9020592+08:00,[19264],[158810112],[8.328125],[432],[68071424],[17.234375],"[7890, 7891, 9090]"
2026-09-07T00:08:13.9630962+08:00,[19264],[158810112],[8.34375],[432],[68071424],[17.28125],"[7890, 7891, 9090]"
2026-09-07T00:08:19.0023757+08:00,[19264],[158810112],[8.34375],[432],[68071424],[17.296875],"[7890, 7891, 9090]"
2026-09-07T00:08:24.0659462+08:00,[19264],[158810112],[8.34375],[432],[68071424],[17.296875],"[7890, 7891, 9090]"
2026-09-07T00:08:29.1117413+08:00,[19264],[158810112],[8.359375],[432],[68071424],[17.390625],"[7890, 7891, 9090]"
2026-09-07T00:08:34.1743739+08:00,[19264],[158810112],[8.375],[432],[68620288],[17.46875],"[7890, 7891, 9090]"
2026-09-07T00:08:39.2248542+08:00,[19264],[158810112],[8.390625],[432],[68833280],[17.5],"[7890, 7891, 9090]"
2026-09-07T00:08:44.3280090+08:00,[19264],[158810112],[8.390625],[432],[68890624],[17.53125],"[7890, 7891, 9090]"
2026-09-07T00:08:49.4053619+08:00,[19264],[158810112],[8.40625],[432],[68947968],[17.53125],"[7890, 7891, 9090]"
2026-09-07T00:08:54.4887659+08:00,[19264],[158810112],[8.421875],[432],[68947968],[17.53125],"[7890, 7891, 9090]"
2026-09-07T00:08:59.5508431+08:00,[19264],[158810112],[8.453125],[432],[69439488],[17.578125],"[7890, 7891, 9090]"
2026-09-07T00:09:04.6062957+08:00,[19264],[158810112],[8.46875],[432],[69439488],[17.6875],"[7890, 7891, 9090]"
2026-09-07T00:09:09.6530327+08:00,[19264],[158781440],[8.515625],[432],[69496832],[17.75],"[7890, 7891, 9090]"
2026-09-07T00:09:14.6960220+08:00,[19264],[158781440],[8.53125],[432],[69496832],[17.765625],"[7890, 7891, 9090]"
2026-09-07T00:09:19.7772239+08:00,[19264],[158781440],[8.53125],[432],[69496832],[17.8125],"[7890, 7891, 9090]"
2026-09-07T00:09:24.8246073+08:00,[19264],[158781440],[8.53125],[432],[69783552],[17.859375],"[7890, 7891, 9090]"
2026-09-07T00:09:29.9024564+08:00,[19264],[158781440],[8.546875],[432],[69783552],[17.859375],"[7890, 7891, 9090]"
2026-09-07T00:09:34.9842985+08:00,[19264],[158810112],[8.578125],[432],[69783552],[17.859375],"[7890, 7891, 9090]"
2026-09-07T00:09:40.0212785+08:00,[19264],[158810112],[8.578125],[432],[69791744],[17.875],"[7890, 7891, 9090]"
2026-09-07T00:09:45.1212942+08:00,[19264],[158810112],[8.59375],[432],[69754880],[17.921875],"[7890, 7891, 9090]"
2026-09-07T00:09:50.1717174+08:00,[19264],[158810112],[8.59375],[432],[69787648],[17.96875],"[7890, 7891, 9090]"
2026-09-07T00:09:55.2181105+08:00,[19264],[158810112],[8.625],[432],[69832704],[18.0625],"[7890, 7891, 9090]"
2026-09-07T00:10:00.2514342+08:00,[19264],[158810112],[8.640625],[432],[69832704],[18.15625],"[7890, 7891, 9090]"
2026-09-07T00:10:05.2891910+08:00,[19264],[158810112],[8.65625],[432],[69857280],[18.1875],"[7890, 7891, 9090]"
2026-09-07T00:10:10.3378688+08:00,[19264],[159866880],[8.6875],[432],[69898240],[18.203125],"[7890, 7891, 9090]"
2026-09-07T00:10:15.4059908+08:00,[19264],[158810112],[8.703125],[432],[69898240],[18.203125],"[7890, 7891, 9090]"
2026-09-07T00:10:20.4666850+08:00,[19264],[158810112],[8.71875],[432],[69922816],[18.21875],"[7890, 7891, 9090]"
2026-09-07T00:10:25.5400992+08:00,[19264],[158810112],[8.734375],[432],[69922816],[18.25],"[7890, 7891, 9090]"
2026-09-07T00:10:30.5764966+08:00,[19264],[158810112],[8.75],[432],[69922816],[18.296875],"[7890, 7891, 9090]"
2026-09-07T00:10:35.6249170+08:00,[19264],[158810112],[8.765625],[432],[69922816],[18.34375],"[7890, 7891, 9090]"
2026-09-07T00:10:40.6965859+08:00,[19264],[158810112],[8.78125],[432],[69939200],[18.359375],"[7890, 7891, 9090]"
2026-09-07T00:10:45.7227741+08:00,[19264],[158810112],[8.796875],[432],[69947392],[18.390625],"[7890, 7891, 9090]"
2026-09-07T00:10:50.7986246+08:00,[19264],[158810112],[8.8125],[432],[69947392],[18.390625],"[7890, 7891, 9090]"
2026-09-07T00:10:55.8802662+08:00,[19264],[158810112],[8.84375],[432],[69947392],[18.421875],"[7890, 7891, 9090]"
2026-09-07T00:11:00.9270179+08:00,[19264],[158810112],[8.84375],[432],[69955584],[18.4375],"[7890, 7891, 9090]"
2026-09-07T00:11:06.0032195+08:00,[19264],[158810112],[8.859375],[432],[69955584],[18.46875],"[7890, 7891, 9090]"
2026-09-07T00:11:11.0768887+08:00,[19264],[158810112],[8.875],[432],[69963776],[18.46875],"[7890, 7891, 9090]"
2026-09-07T00:11:16.1263986+08:00,[19264],[158810112],[8.890625],[432],[69963776],[18.46875],"[7890, 7891, 9090]"
2026-09-07T00:11:21.2294741+08:00,[19264],[158810112],[8.921875],[432],[69963776],[18.46875],"[7890, 7891, 9090]"
2026-09-07T00:11:26.3084181+08:00,[19264],[158781440],[8.9375],[432],[69963776],[18.46875],"[7890, 7891, 9090]"
2026-09-07T00:11:31.3783307+08:00,[19264],[158781440],[8.953125],[432],[69963776],[18.46875],"[7890, 7891, 9090]"
2026-09-07T00:11:36.4450278+08:00,[19264],[158810112],[8.96875],[432],[69963776],[18.46875],"[7890, 7891, 9090]"
2026-09-07T00:11:41.5432972+08:00,[19264],[158810112],[9.015625],[432],[69971968],[18.59375],"[7890, 7891, 9090]"
2026-09-07T00:11:46.5960048+08:00,[19264],[158810112],[9.03125],[432],[69971968],[18.59375],"[7890, 7891, 9090]"
2026-09-07T00:11:51.6564485+08:00,[19264],[158810112],[9.046875],[432],[70225920],[18.59375],"[7890, 7891, 9090]"
2026-09-07T00:11:56.7215683+08:00,[19264],[158810112],[9.0625],[432],[70189056],[18.640625],"[7890, 7891, 9090]"
2026-09-07T00:12:01.7920017+08:00,[19264],[158810112],[9.09375],[432],[70189056],[18.71875],"[7890, 7891, 9090]"
2026-09-07T00:12:06.8477476+08:00,[19264],[158810112],[9.09375],[432],[70197248],[18.78125],"[7890, 7891, 9090]"
2026-09-07T00:12:11.9379665+08:00,[19264],[158810112],[9.171875],[432],[70246400],[18.921875],"[7890, 7891, 9090]"
2026-09-07T00:12:17.0166888+08:00,[19264],[159866880],[9.203125],[432],[70246400],[19.015625],"[7890, 7891, 9090]"
2026-09-07T00:12:22.0761428+08:00,[19264],[158810112],[9.28125],[432],[70336512],[19.15625],"[7890, 7891, 9090]"
2026-09-07T00:12:27.1238057+08:00,[19264],[158810112],[9.328125],[432],[70471680],[19.3125],"[7890, 7891, 9090]"
2026-09-07T00:12:32.2135562+08:00,[19264],[158810112],[9.34375],[432],[70471680],[19.421875],"[7890, 7891, 9090]"
2026-09-07T00:12:37.3035860+08:00,[19264],[158810112],[9.359375],[432],[70471680],[19.515625],"[7890, 7891, 9090]"
2026-09-07T00:12:42.3703355+08:00,[19264],[158810112],[9.375],[432],[70471680],[19.53125],"[7890, 7891, 9090]"
2026-09-07T00:12:47.4469259+08:00,[19264],[158810112],[9.390625],[432],[70471680],[19.53125],"[7890, 7891, 9090]"
2026-09-07T00:12:52.5146919+08:00,[19264],[158810112],[9.390625],[432],[70471680],[19.53125],"[7890, 7891, 9090]"
2026-09-07T00:12:57.5861057+08:00,[19264],[158810112],[9.40625],[432],[70701056],[19.578125],"[7890, 7891, 9090]"
2026-09-07T00:13:02.6655713+08:00,[19264],[158810112],[9.421875],[432],[70701056],[19.578125],"[7890, 7891, 9090]"
2026-09-07T00:13:07.7583614+08:00,[19264],[158810112],[9.453125],[432],[71020544],[19.609375],"[7890, 7891, 9090]"
2026-09-07T00:13:12.8183801+08:00,[19264],[158810112],[9.453125],[432],[71020544],[19.625],"[7890, 7891, 9090]"
2026-09-07T00:13:17.8844231+08:00,[19264],[158810112],[9.46875],[432],[71020544],[19.71875],"[7890, 7891, 9090]"
2026-09-07T00:13:22.9521919+08:00,[19264],[158810112],[9.484375],[432],[71020544],[19.828125],"[7890, 7891, 9090]"
2026-09-07T00:13:28.0346320+08:00,[19264],[158810112],[9.5],[432],[71020544],[19.828125],"[7890, 7891, 9090]"
2026-09-07T00:13:33.1055895+08:00,[19264],[158810112],[9.53125],[432],[71020544],[19.84375],"[7890, 7891, 9090]"
2026-09-07T00:13:38.1702540+08:00,[19264],[158781440],[9.546875],[432],[71020544],[19.84375],"[7890, 7891, 9090]"
2026-09-07T00:13:43.2262465+08:00,[19264],[158781440],[9.5625],[432],[71020544],[19.859375],"[7890, 7891, 9090]"
2026-09-07T00:13:48.2972352+08:00,[19264],[158781440],[9.5625],[432],[71020544],[19.96875],"[7890, 7891, 9090]"
2026-09-07T00:13:53.3793334+08:00,[19264],[158781440],[9.578125],[432],[71020544],[20.140625],"[7890, 7891, 9090]"
2026-09-07T00:13:58.4553552+08:00,[19264],[158781440],[9.59375],[432],[71020544],[20.25],"[7890, 7891, 9090]"
2026-09-07T00:14:03.5131788+08:00,[19264],[158810112],[9.625],[432],[71020544],[20.28125],"[7890, 7891, 9090]"
2026-09-07T00:14:08.5759089+08:00,[19264],[158810112],[9.640625],[432],[71020544],[20.28125],"[7890, 7891, 9090]"
2026-09-07T00:14:13.6428052+08:00,[19264],[158810112],[9.65625],[432],[70983680],[20.28125],"[7890, 7891, 9090]"
2026-09-07T00:14:18.7525850+08:00,[19264],[158810112],[9.671875],[432],[70983680],[20.28125],"[7890, 7891, 9090]"
2026-09-07T00:14:23.8526612+08:00,[19264],[159866880],[9.6875],[432],[70983680],[20.296875],"[7890, 7891, 9090]"
2026-09-07T00:14:28.9694975+08:00,[19264],[158810112],[9.703125],[432],[71020544],[20.328125],"[7890, 7891, 9090]"
2026-09-07T00:14:34.0048211+08:00,[19264],[158810112],[9.703125],[432],[71020544],[20.375],"[7890, 7891, 9090]"
2026-09-07T00:14:39.0906981+08:00,[19264],[158810112],[9.734375],[432],[71020544],[20.453125],"[7890, 7891, 9090]"
2026-09-07T00:14:44.2016661+08:00,[19264],[158810112],[9.75],[432],[71020544],[20.453125],"[7890, 7891, 9090]"
2026-09-07T00:14:49.2619262+08:00,[19264],[158810112],[9.765625],[432],[71020544],[20.453125],"[7890, 7891, 9090]"
2026-09-07T00:14:54.3716513+08:00,[19264],[158810112],[9.765625],[432],[71020544],[20.453125],"[7890, 7891, 9090]"
2026-09-07T00:14:59.4392149+08:00,[19264],[158810112],[9.78125],[432],[71028736],[20.515625],"[7890, 7891, 9090]"
2026-09-07T00:15:04.5132052+08:00,[19264],[158810112],[9.796875],[432],[71028736],[20.515625],"[7890, 7891, 9090]"
2026-09-07T00:15:09.5735665+08:00,[19264],[158810112],[9.8125],[432],[68800512],[20.515625],"[7890, 7891, 9090]"
2026-09-07T00:15:14.6684577+08:00,[19264],[158810112],[9.828125],[432],[68800512],[20.515625],"[7890, 7891, 9090]"
2026-09-07T00:15:19.7376618+08:00,[19264],[158810112],[9.828125],[432],[68800512],[20.515625],"[7890, 7891, 9090]"
2026-09-07T00:15:24.8281221+08:00,[19264],[158810112],[9.859375],[432],[68800512],[20.59375],"[7890, 7891, 9090]"
2026-09-07T00:15:29.9029122+08:00,[19264],[158810112],[9.859375],[432],[68800512],[20.59375],"[7890, 7891, 9090]"
2026-09-07T00:15:35.0027783+08:00,[19264],[158810112],[9.875],[432],[68800512],[20.59375],"[7890, 7891, 9090]"
2026-09-07T00:15:40.1359341+08:00,[19264],[158810112],[9.90625],[432],[68800512],[20.609375],"[7890, 7891, 9090]"
2026-09-07T00:15:45.2267487+08:00,[19264],[158810112],[9.921875],[432],[68800512],[20.609375],"[7890, 7891, 9090]"
2026-09-07T00:15:50.3070514+08:00,[19264],[158810112],[9.9375],[432],[68800512],[20.625],"[7890, 7891, 9090]"
2026-09-07T00:15:55.3563546+08:00,[19264],[158781440],[9.9375],[432],[69160960],[20.640625],"[7890, 7891, 9090]"
2026-09-07T00:16:00.4444359+08:00,[19264],[158781440],[9.953125],[432],[69193728],[20.640625],"[7890, 7891, 9090]"
2026-09-07T00:16:05.5343878+08:00,[19264],[158806016],[9.96875],[432],[69193728],[20.65625],"[7890, 7891, 9090]"
2026-09-07T00:16:10.6404783+08:00,[19264],[158806016],[9.984375],[432],[69193728],[20.65625],"[7890, 7891, 9090]"
2026-09-07T00:16:15.6718685+08:00,[19264],[158806016],[9.984375],[432],[69292032],[20.71875],"[7890, 7891, 9090]"
2026-09-07T00:16:20.7291975+08:00,[19264],[158806016],[10],[432],[69324800],[20.765625],"[7890, 7891, 9090]"
2026-09-07T00:16:25.8232389+08:00,[19264],[158806016],[10.015625],[432],[69390336],[20.859375],"[7890, 7891, 9090]"
2026-09-07T00:16:30.8729163+08:00,[19264],[158806016],[10.03125],[432],[69390336],[20.921875],"[7890, 7891, 9090]"
2026-09-07T00:16:35.9828194+08:00,[19264],[158806016],[10.046875],[432],[69390336],[20.9375],"[7890, 7891, 9090]"
2026-09-07T00:16:41.0465090+08:00,[19264],[158806016],[10.0625],[432],[69390336],[20.953125],"[7890, 7891, 9090]"
2026-09-07T00:16:46.1150717+08:00,[19264],[158806016],[10.078125],[432],[69390336],[21.015625],"[7890, 7891, 9090]"
2026-09-07T00:16:51.1692234+08:00,[19264],[158806016],[10.078125],[432],[69390336],[21.046875],"[7890, 7891, 9090]"
2026-09-07T00:16:56.2325410+08:00,[19264],[158806016],[10.09375],[432],[69767168],[21.125],"[7890, 7891, 9090]"
2026-09-07T00:17:01.3174860+08:00,[19264],[158806016],[10.109375],[432],[69783552],[21.140625],"[7890, 7891, 9090]"
2026-09-07T00:17:06.3799415+08:00,[19264],[158806016],[10.125],[432],[68513792],[21.140625],"[7890, 7891, 9090]"
2026-09-07T00:17:11.4079365+08:00,[19264],[158806016],[10.140625],[432],[68513792],[21.15625],"[7890, 7891, 9090]"
2026-09-07T00:17:16.4980942+08:00,[19264],[158806016],[10.140625],[432],[68513792],[21.15625],"[7890, 7891, 9090]"
2026-09-07T00:17:21.5789753+08:00,[19264],[159862784],[10.15625],[432],[68513792],[21.15625],"[7890, 7891, 9090]"
2026-09-07T00:17:26.6696016+08:00,[19264],[158806016],[10.171875],[432],[68513792],[21.1875],"[7890, 7891, 9090]"
2026-09-07T00:17:31.7380486+08:00,[19264],[158806016],[10.1875],[432],[68513792],[21.203125],"[7890, 7891, 9090]"
2026-09-07T00:17:36.8109420+08:00,[19264],[158806016],[10.203125],[432],[68513792],[21.203125],"[7890, 7891, 9090]"
2026-09-07T00:17:41.8617929+08:00,[19264],[158806016],[10.21875],[432],[68513792],[21.28125],"[7890, 7891, 9090]"
2026-09-07T00:17:46.9473356+08:00,[19264],[158806016],[10.234375],[432],[68513792],[21.328125],"[7890, 7891, 9090]"
2026-09-07T00:17:52.0713927+08:00,[19264],[158806016],[10.25],[432],[68513792],[21.328125],"[7890, 7891, 9090]"
2026-09-07T00:17:57.1894632+08:00,[19264],[158806016],[10.25],[432],[68513792],[21.375],"[7890, 7891, 9090]"
2026-09-07T00:18:02.2566721+08:00,[19264],[158806016],[10.25],[432],[68513792],[21.375],"[7890, 7891, 9090]"
2026-09-07T00:18:07.3117476+08:00,[19264],[158777344],[10.28125],[432],[68513792],[21.375],"[7890, 7891, 9090]"
2026-09-07T00:18:12.3830351+08:00,[19264],[158777344],[10.3125],[432],[68513792],[21.375],"[7890, 7891, 9090]"
2026-09-07T00:18:17.4487834+08:00,[19264],[158777344],[10.34375],[432],[68513792],[21.421875],"[7890, 7891, 9090]"
2026-09-07T00:18:22.4826778+08:00,[19264],[158777344],[10.375],[432],[68513792],[21.421875],"[7890, 7891, 9090]"
2026-09-07T00:18:27.5235007+08:00,[19264],[158777344],[10.390625],[432],[68513792],[21.484375],"[7890, 7891, 9090]"
2026-09-07T00:18:32.5937341+08:00,[19264],[158777344],[10.421875],[432],[68513792],[21.53125],"[7890, 7891, 9090]"
2026-09-07T00:18:37.6364796+08:00,[19264],[158806016],[10.4375],[432],[68517888],[21.53125],"[7890, 7891, 9090]"
2026-09-07T00:18:42.6991335+08:00,[19264],[158806016],[10.46875],[432],[68689920],[21.546875],"[7890, 7891, 9090]"
2026-09-07T00:18:47.7539077+08:00,[19264],[158806016],[10.484375],[432],[68689920],[21.59375],"[7890, 7891, 9090]"
2026-09-07T00:18:52.8363706+08:00,[19264],[158806016],[10.5],[432],[68722688],[21.59375],"[7890, 7891, 9090]"
2026-09-07T00:18:57.9050447+08:00,[19264],[158806016],[10.515625],[432],[69054464],[21.625],"[7890, 7891, 9090]"
2026-09-07T00:19:02.9614268+08:00,[19264],[158806016],[10.53125],[432],[69054464],[21.625],"[7890, 7891, 9090]"
2026-09-07T00:19:08.0527792+08:00,[19264],[158806016],[10.546875],[432],[69218304],[21.640625],"[7890, 7891, 9090]"
2026-09-07T00:19:13.1159233+08:00,[19264],[158806016],[10.578125],[432],[69218304],[21.65625],"[7890, 7891, 9090]"
2026-09-07T00:19:18.1851363+08:00,[19264],[158806016],[10.59375],[432],[69218304],[21.671875],"[7890, 7891, 9090]"
2026-09-07T00:19:23.2681615+08:00,[19264],[158806016],[10.609375],[432],[69218304],[21.6875],"[7890, 7891, 9090]"
2026-09-07T00:19:28.3198929+08:00,[19264],[158806016],[10.625],[432],[69218304],[21.703125],"[7890, 7891, 9090]"
2026-09-07T00:19:33.3736349+08:00,[19264],[158806016],[10.640625],[432],[69218304],[21.703125],"[7890, 7891, 9090]"
2026-09-07T00:19:38.4222150+08:00,[19264],[158806016],[10.65625],[432],[69218304],[21.734375],"[7890, 7891, 9090]"
2026-09-07T00:19:43.4881977+08:00,[19264],[158806016],[10.671875],[432],[69218304],[21.765625],"[7890, 7891, 9090]"
2026-09-07T00:19:48.6002473+08:00,[19264],[158806016],[10.6875],[432],[69218304],[21.78125],"[7890, 7891, 9090]"
2026-09-07T00:19:53.6754153+08:00,[19264],[158806016],[10.6875],[432],[69218304],[21.796875],"[7890, 7891, 9090]"
2026-09-07T00:19:58.7575892+08:00,[19264],[158806016],[10.703125],[432],[69218304],[21.828125],"[7890, 7891, 9090]"
2026-09-07T00:20:03.8256462+08:00,[19264],[158806016],[10.71875],[432],[69218304],[21.828125],"[7890, 7891, 9090]"
2026-09-07T00:20:08.8537582+08:00,[19264],[158806016],[10.71875],[432],[69218304],[21.84375],"[7890, 7891, 9090]"
2026-09-07T00:20:13.9196905+08:00,[19264],[158806016],[10.734375],[432],[69218304],[21.84375],"[7890, 7891, 9090]"
2026-09-07T00:20:19.0120069+08:00,[19264],[158806016],[10.734375],[432],[69218304],[21.953125],"[7890, 7891, 9090]"
2026-09-07T00:20:24.0919404+08:00,[19264],[159838208],[10.75],[432],[69218304],[22.109375],"[7890, 7891, 9090]"
